feature	group	avgExpr	logFC	statistic	auc	pval	padj	pct_in	pct_out
WDFY4	B1	1.19568662096622	0.749116889356255	150639878.5	0.754167026503355	0	0	76.3066202090592	42.7504059083006
PRKCE	B1	1.21425155086575	0.740754534610183	144344200	0.72264819376501	0	0	72.0557491289199	45.596792965214
LYN	B1	2.37411783635751	0.740094817095102	137378982	0.68777736274527	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000115104846261885	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000836412082429176	96.4808362369338	76.3596132017185
LTB	B1	1.35603144092173	0.732440740301367	141721822.5	0.709519461445007	0	0	76.6202090592334	39.079270658218
TSC22D3	B1	1.24275929198019	0.728493749652318	143062561.5	0.716231768670793	0	0	73.588850174216	49.0322858743911
LYZ	M1	4.67650869206283	3.18751283891052	560867292	0.912319253388165	0	0	99.653485527925	61.2911978293831
IFITM3	M1	3.45677583424527	2.08207989856512	548368635	0.891988658994019	0	0	99.6331023236853	61.1539382331817
APOE	M1	3.46307165040647	1.96585174046438	490164109.5	0.797311878933234	0	0	95.9335507541786	59.0359907429575
CD74	M1	4.40499916200674	1.88908189196085	496095706	0.806960346168652	0	0	98.399918467183	76.6339478094326
PRDX5	M1	3.09627973225773	1.84245689258234	571585076	0.929753040018845	0	0	99.5209947003669	76.5525496768015
PLAC8	M1	3.12199632909812	1.84116325896779	501037346	0.814998528069466	0	0	93.5690990623726	56.392945495172
CYBB	M1	2.61066634940793	1.77363875698971	546262146	0.888562196978562	0	0	98.8585405625764	44.0826749660841
TGFBI	M1	2.16669528795939	1.74378441429903	557254467	0.906442551619965	0	0	95.5462698736241	27.7152661399729
LGALS3	M1	2.44739576220966	1.63451671049291	529126227.5	0.860688529544162	0	0	98.2878108438646	43.3389194796904
CEBPB	M1	2.67289244120065	1.54832194110685	535653149.5	0.871305366523065	0	0	98.7668161434978	66.8150985555822
FTL	M1	3.81790087449881	1.50353747396581	538370077	0.875724781425066	0	0	99.9490419894007	91.9016838241162
IFI30	M1	2.68788928540686	1.48853313553686	530899239.5	0.863572550429602	0	0	98.7566245413779	63.3804165669141
CSTB	M1	2.51825871725059	1.47251216803113	535347365.5	0.87080797144484	0	0	98.542600896861	67.8062405235017
FTH1	M1	4.6661550392848	1.47093369483428	540947188	0.879916767688046	0	0	100	96.9068709600191
FCER1G	M1	3.73397178863687	1.4603662043677	537622965.5	0.874509513186751	0	0	99.928658785161	78.8237171813902
NPC2	M1	3.30041693316785	1.42488627471039	553564554.5	0.900440457603992	0	0	99.6738687321647	86.6762429175644
CTSS	M1	4.49263164629761	1.4070260467884	455992125.5	0.741726967182537	0	0	99.8573175703221	91.7325033915889
CCR2	M1	2.01023049012278	1.39615318070806	508135860.5	0.826545130164432	0	0	87.5050958010599	36.6594844784933
ZEB2	M1	3.03644772939826	1.34271207650126	494311656.5	0.804058371439401	0	0	99.30697105585	70.653579123773
ALOX5AP	M1	2.24195343398722	1.33499171064811	528386187	0.859484763152242	0	0	98.0126375866286	54.1265661160322
CTSC	M1	2.79242179191286	1.33175203086499	517672185	0.84205712840716	0	0	99.0725642070934	74.4377942702099
GPX1	M1	2.59958420056175	1.31259831248755	532417585.5	0.866042325916359	0	0	99.1846718304117	74.6069747027372
PID1	M1	1.99088315843935	1.31211461682728	512729512	0.834017266205493	0	0	92.7537708927843	43.2335807198149
PLA2G7	M1	1.65485133714958	1.30521620810641	530059078	0.862205924984798	0	0	90.0326131267835	22.9877902801053
PLBD1	M1	1.69093269951459	1.29813355160467	531616707	0.864739599075987	0	0	92.6212800652263	24.735456068949
PSAP	M1	3.43829356232886	1.27031519212833	477608233	0.776888210023487	0	0	99.8675091724419	84.4146516638736
TYROBP	M1	3.19416172481733	1.2495831806522	499840185	0.813051199271221	0	0	99.7452099470037	73.9382331817094
APOC2	M1	1.51199790004767	1.20249072228291	506814325.5	0.824395491842278	0	0	81.24745209947	19.9808474982045
MSRB1	M1	1.66560879972423	1.19521736882177	530992514.5	0.863724273626112	0	0	94.4659600489197	37.4479291357434
CTSH	M1	2.4727458660906	1.1907631764932	504828083	0.821164625467121	0	0	99.0725642070934	62.0748543611843
ATP6V0C	M1	2.63399979495405	1.18946466561475	526857399	0.856998002475264	0	0	99.3986954749287	80.5825552629479
CLEC12A	M1	1.47312941128462	1.17729504306879	534659096.5	0.869688417730144	0	0	89.0542193232776	23.833692442742
HLA-DMB.1	M1	1.94761435953253	1.1646356091776	505169609.5	0.82172016009347	0	0	92.0097839380351	50.8977735216663
CFB	M1	1.46406685940604	1.14330239031017	514499870	0.836896970035307	0	0	84.7024052181003	26.1926422472269
APOBEC1	M1	1.92638364901526	1.14168535570437	507932302	0.826214017365755	0	0	95.1895637994293	54.4537546883728
LST1	M1	1.67407768514643	1.13286526346334	533986288.5	0.868594013223073	0	0	95.7602935181411	44.5822360545846
GPR141	M1	1.42305320322636	1.07099147834136	502036474.5	0.816623732783951	0	0	83.3673053403995	22.7707285930891
AIF1	M1	2.08569158485045	1.03751602309175	478032860.5	0.777578918590904	0	0	96.942519364044	55.5566195834331
TRPS1	M1	1.87409300311903	1.01998267886226	482334053	0.784575334296099	0	0	93.6710150835711	53.8472587981805
IFI16.5	M1	1.67285811491307	1.01466512783251	490529278.5	0.797905870977684	0	0	93.0799021606197	41.9487670576969
S100A6	M1	2.20693464714804	1.00229985495083	443010738.5	0.720611153397869	0	0	92.9983693436608	55.7497406432048
C19orf38	M1	1.61053965241397	1.00013102516529	519617053	0.84522069409731	0	0	95.1182225845903	51.0573777032958
LRMDA	M1	2.56502439179488	0.99333518115533	432206349.5	0.703036493141526	0	0	97.7374643293926	64.4242279147714
VIM	M1	2.28199988318754	0.992626454086097	455731914.5	0.741303702163112	0	0	96.7692621280065	63.6246109648073
CYBA	M1	2.98493014789355	0.989595454719837	529598461	0.861456675093546	0	0	99.7452099470037	90.9743835288485
PNP	M1	1.85972980080743	0.988182775336893	504921956.5	0.821317322197087	0	0	96.320831634733	63.563961375788
ATOX1	M1	1.97782287918973	0.98173578220259	517109654.5	0.841142103742523	0	0	97.849571952711	71.079722288724
CERS6	M1	1.7980373019741	0.975956084776471	486626353	0.79155728526235	0	0	94.0684875662454	56.2062086026654
HLA-DMA	M1	1.89078300872621	0.964219086353829	494980404	0.805146171046559	0	0	96.4431308601712	60.6096879738249
LAMP1	M1	2.4733995252486	0.959067702577364	473769820.5	0.770644562593614	0	0	99.4190786791684	76.9643284654058
LYZ	M10_suppressive	4.22761868460365	2.35423866774711	83368433	0.807964070401984	0	0	99.8623537508603	65.8025178133889
APOE	M10_suppressive	4.04363873763745	2.3268988637334	86466340	0.837987395290996	0	0	99.4494150034412	63.3072351930605
C1QA	M10_suppressive	3.88170793965813	2.01299611723741	80290487.5	0.778134202127316	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000217878916739123	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000997002145759483	97.7976600137646	60.3345819134255
C1QC	M10_suppressive	3.85070693768003	1.97912719586705	80409280.5	0.779285482922234	0	0	98.8300068823125	59.9712732700594
C1QB	M10_suppressive	3.61735227663416	1.84689312031409	80065489	0.775953632127946	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010836383772314	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000047043798371551	98.2794218857536	58.9278170501591
CCL8	M10_suppressive	1.74337688966095	1.70640222128519	79228887.5	0.767845719709292	0	0	55.6090846524432	3.7555974878193
CD74	M10_suppressive	4.32522843957968	1.58531671217909	75601068	0.732686754805829	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000064435076019458	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000742143042234995	99.1052993805919	79.1815698313009
CTSB	M10_suppressive	3.47775896315084	1.39428909186781	82354533	0.798137871905719	0	0	99.9311768754302	82.3992452192525
LGMN	M10_suppressive	3.170919570898	1.38344114458072	75447418.5	0.731197662700245	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000645960351142289	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000770193993323246	99.4494150034412	66.4967471202861
CTSS	M10_suppressive	4.58633713420732	1.33702893167375	77501353	0.751103341855316	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000022880205807212	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000395290576042762	99.7935306262904	92.6901737685527
FTL	M10_suppressive	3.80899228993611	1.31746644371283	84859540	0.822415114253617	0	0	99.9311768754302	92.8492973216549
PSAP	M10_suppressive	3.48686695514221	1.17035466837251	79131659.5	0.766903435827849	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000251992128660325	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000618330250775067	99.3117687543014	86.2449657813952
FCER1G	M10_suppressive	3.60948150751234	1.16143024378864	80194038	0.77719946306837	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000306692966343285	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000964742883236036	99.9311768754302	81.3079111161179
MS4A7	M10_suppressive	1.40206728300313	1.12213271554855	83107007.5	0.805430468611881	0	0	76.4624913971094	17.8443687160278
CD63	M10_suppressive	1.89986815755526	1.10548660982979	80113140.5	0.776415446012594	0	0	92.1541637990365	43.333708846143
CYBB	M10_suppressive	2.1525581081479	1.09738370461881	77319440	0.749340334411731	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000978158696484196	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000226865820413341	97.3158981417756	50.5618610414848
CTSC	M10_suppressive	2.70192268385227	1.08264179781479	80338389.5	0.778598443729415	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000146124967717581	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000504906495597218	99.4494150034412	77.3298222885628
IFITM3	M10_suppressive	2.71181810864844	1.07679984994188	72895525.5	0.706466025300867	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110942527422601	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000789230223442039	98.554714384033	65.705353873884
FTH1	M10_suppressive	4.44643605939037	1.07357669380449	82110525	0.795773071587466	0	0	100	97.2709606556454
CST3	M10_suppressive	3.71195790306731	1.03180689595017	69892234	0.677359665283956	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000307214627041135	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000107901094534699	99.9311768754302	85.4732869575013
ZEB2	M10_suppressive	2.87618287368771	1.02111853795603	75158214	0.72839484109751	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000428753527024007	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000462371080639711	97.3158981417756	74.0670853634495
CSTB	M10_suppressive	2.24576764609317	1.02111751815734	78287304.5	0.758720380466064	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000266797600065663	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000594361864041017	95.3888506538197	71.4887205339792
HEXB	M10_suppressive	3.02025748548097	1.01498752915647	68960351.5	0.668328338308717	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000767056194107809	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000232326089846857	98.1417756366139	75.1696848508745
TYROBP	M10_suppressive	3.10493031196405	1.01143860912672	75755511.5	0.734183541951956	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000373260758706066	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000451405564689457	99.7935306262904	76.9749626834145
CTSH	M10_suppressive	2.41783056712348	0.994560507124382	78788672	0.763579376988972	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000114928631536605	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000286155391256803	98.6923606331728	66.4376038527614
AIF1	M10_suppressive	2.15864240606475	0.989834308555367	78695861.5	0.762679905250597	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000258283969600303	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000672770136815804	98.6235375086029	60.3937251809502
GRN	M10_suppressive	2.28537268947299	0.966472584889584	77386631	0.749991515103281	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000392392148794202	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000746470951824116	98.6923606331728	66.0179682879432
LRMDA	M10_suppressive	2.6503671936605	0.963499487398018	72657294.5	0.704157212702027	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111378579827212	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000745356021760681	95.1823812801101	68.3977807192948
PLA2G7	M10_suppressive	1.4442539066856	0.936673860442642	82016616.5	0.794862958596553	0	0	91.3971094287681	30.8516630523559
LY86	M10_suppressive	2.76645801992212	0.932245949178474	70790720	0.6860673305193	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000492557046037376	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000214382605307424	98.6923606331728	69.9777508660264
CCL2	M10_suppressive	1.63389433716413	0.931927749872048	76889805.5	0.745176537313552	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000753668922254877	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000255207370453946	85.1342050929112	38.0685498634072
LGALS3	M10_suppressive	1.94263062019477	0.927026064572334	73661701	0.713891405068078	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000507048890655352	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000499118881842196	87.8183069511356	50.0211225955445
TGFBI	M10_suppressive	1.56421117003908	0.923713576260654	79043888.5	0.766052804337351	0	0	90.020646937371	35.8126566592503
GATM	M10_suppressive	1.6956456104683	0.919108532600899	78408821.5	0.759898060871105	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000397492071968011	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001201774691159	93.6682725395733	49.8155293322443
LAMP1	M10_suppressive	2.53956331521982	0.91369417682189	78415525	0.759963027753065	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000406305657244267	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000893397543221127	99.2429456297316	79.6110626073732
CTSD	M10_suppressive	2.72362337147736	0.909934099197249	72233275.5	0.700047838148138	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000422656404026329	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000023933095573812	97.5911906400551	78.6788520573408
TREM2	M10_suppressive	1.86810869133291	0.902325429133837	74882880	0.725726445262841	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011199198781026	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000015670548310872	95.4576737783895	50.0295716337624
IFI30	M10_suppressive	2.27800567829392	0.895048979784392	73820839.5	0.715433693744868	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000323208826504977	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000265643137939601	96.0770818995182	67.5993466077112
CD68	M10_suppressive	1.75667803230919	0.886455728670334	80317519	0.778396177553544	0	0	96.9029593943565	57.0915594108204
NPC2	M10_suppressive	2.93640894222077	0.885708204889419	76750121	0.743822786821539	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000030596012955838	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000466685671491256	99.4494150034412	88.2107753400738
C3AR1	M10_suppressive	1.50532841575448	0.883343795633701	81527523	0.790122915382989	0	0	94.287680660702	43.7294054693441
APOBEC1	M10_suppressive	1.80222400006615	0.880598454970314	78981715.5	0.765450255526711	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000979863910270599	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000286035790772267	95.1823812801101	59.2488805024361
MARCKS	M10_suppressive	2.10116693278692	0.868663391417975	74088752	0.718030164210033	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000548328149041604	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000491203380498593	98.4858912594632	62.3848818542823
SELENOP	M10_suppressive	1.79544577260567	0.867894541205906	77171238.5	0.747904041526393	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000189901906313135	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000382765378069963	96.4900206469374	59.6741487593996
